x,y,z,p,r,y
-0.42052513360977173,-1.578286051750183,0.7908856272697449,1.4431668519973755,1.087952971458435,-1.578286051750183
-0.6066913604736328,-1.2437440156936646,0.7956428527832031,1.3942278623580933,1.2971136569976807,-1.2437440156936646
-0.5707302093505859,-1.068453073501587,0.9295582175254822,1.3306549787521362,1.3422242403030396,-1.068453073501587
-0.41269686818122864,-0.8956613540649414,0.889121949672699,1.2785217761993408,1.4008337259292603,-0.8956613540649414
-0.6348241567611694,-0.7810417413711548,0.7587745189666748,1.2311458587646484,1.4065461158752441,-0.7810417413711548
-0.46088969707489014,-0.7053520083427429,0.7832741141319275,1.1753840446472168,1.3661640882492065,-0.7053520083427429
-0.44180828332901,-0.6346864104270935,0.8201424479484558,1.12360680103302,1.3315328359603882,-0.6346864104270935
-0.4352031648159027,-0.5577620267868042,0.8296568393707275,1.0780874490737915,1.3177006244659424,-0.5577620267868042
-0.415877103805542,-0.4803176820278168,0.8372684121131897,1.0369960069656372,1.3070785999298096,-0.4803176820278168
-0.4153878688812256,-0.42106351256370544,0.8379819989204407,0.9977800250053406,1.277432918548584,-0.42106351256370544
-0.36205771565437317,-0.3568074703216553,0.8053950667381287,0.960466206073761,1.2558544874191284,-0.3568074703216553
-0.41171833872795105,-0.2997848689556122,0.7935020923614502,0.9258639812469482,1.2269389629364014,-0.2997848689556122
-0.41710031032562256,-0.26411938667297363,0.8108658790588379,0.897066593170166,1.1905598640441895,-0.26411938667297363
-0.3263412117958069,-0.22078397870063782,0.7851769924163818,0.8655916452407837,1.150610089302063,-0.22078397870063782
-0.3671950101852417,-0.19880011677742004,0.7594881057739258,0.8420991897583008,1.1023831367492676,-0.19880011677742004
-0.1798056811094284,-0.15947699546813965,0.7701917290687561,0.8277168869972229,1.079513669013977,-0.15947699546813965
-0.26029014587402344,-0.11960174888372421,0.6353249549865723,0.829582154750824,1.0504423379898071,-0.11960174888372421
-0.29209253191947937,-0.09944497048854828,0.5299528241157532,0.833206832408905,1.0112836360931396,-0.09944497048854828
-0.1108190193772316,-0.052216868847608566,0.47714781761169434,0.8199796080589294,0.9669986367225647,-0.052216868847608566
-0.2145436555147171,-0.03251956030726433,0.4110226631164551,0.829426109790802,0.9058114886283875,-0.03251956030726433
-0.25882235169410706,-0.042296458035707474,0.540656566619873,0.8261420130729675,0.865359902381897,-0.042296458035707474
-0.017613619565963745,-0.09826644510030746,0.4105469286441803,0.7852379083633423,0.7793843746185303,-0.09826644510030746
-0.14408917725086212,-0.17343606054782867,0.3598827123641968,0.781387984752655,0.7536574602127075,-0.17343606054782867
-0.3312338888645172,-0.18553674221038818,0.44265806674957275,0.7814503908157349,0.7045701742172241,-0.18553674221038818
-0.4780140519142151,-0.27893000841140747,0.5625396966934204,0.8006952404975891,0.5960127115249634,-0.27893000841140747
-0.0623815692961216,-0.2620018720626831,2.7296853065490723,0.843483567237854,0.5624547600746155,-0.2620018720626831
-0.4968508183956146,-0.35176390409469604,2.116481304168701,0.7165859937667847,0.4813575744628906,-0.35176390409469604
-0.3578989505767822,-0.021037723869085312,3.5519683361053467,0.9329503178596497,0.7454971075057983,-0.021037723869085312
-3.057919979095459,-0.05821370333433151,-0.16245964169502258,1.096802830696106,0.6712949872016907,-0.05821370333433151
-0.3796713352203369,0.03293163701891899,0.28995174169540405,1.0906111001968384,0.6180099844932556,0.03293163701891899
0.14728693664073944,0.2547949552536011,-0.41448915004730225,1.1690887212753296,0.8904948234558105,0.2547949552536011
-0.694514811038971,0.18726909160614014,-0.26002681255340576,1.2599806785583496,0.687812864780426,0.18726909160614014
-0.152162104845047,0.22277924418449402,-0.17045696079730988,1.427725076675415,0.6689057946205139,0.22277924418449402
-1.1698378324508667,-0.9619091749191284,-0.025134403258562088,1.5134491920471191,-0.49976974725723267,-0.9619091749191284
-1.0357786417007446,-0.7208120226860046,-0.35919347405433655,1.445622205734253,-0.18110206723213196,-0.7208120226860046
-0.9643456339836121,-0.5790885090827942,0.5463652014732361,1.2750293016433716,-0.0042211804538965225,-0.5790885090827942
-0.6715192794799805,-0.519408106803894,1.449045181274414,1.151536226272583,0.14479690790176392,-0.519408106803894
-0.32829827070236206,-0.3078380227088928,1.1921559572219849,1.109655737876892,0.26068612933158875,-0.3078380227088928
-0.3591221272945404,-0.2289314568042755,0.2742529511451721,1.083082675933838,0.30620139837265015,-0.2289314568042755
-0.2982083559036255,-0.19059018790721893,1.080123782157898,1.1008678674697876,0.3231499195098877,-0.19059018790721893
-0.7999518513679504,-0.19033505022525787,0.685989260673523,1.1599637269973755,0.26660487055778503,-0.19033505022525787
-0.6370258927345276,-0.09457932412624359,0.6679118275642395,1.2052476406097412,0.2807171046733856,-0.09457932412624359
-0.8175655007362366,-0.14009134471416473,0.2645007073879242,1.2541558742523193,0.19350124895572662,-0.14009134471416473
-0.7231369018554688,-0.029614385217428207,0.433857262134552,1.2903404235839844,0.2954384386539459,-0.029614385217428207
-0.7502912282943726,0.19211792945861816,0.39175596833229065,1.3263832330703735,0.46572673320770264,0.19211792945861816
-0.8344451785087585,0.33401110768318176,0.4643033742904663,1.3804093599319458,0.6191987991333008,0.33401110768318176
-0.923247218132019,0.41624587774276733,0.2749665379524231,1.4265086650848389,0.6934909820556641,0.41624587774276733
-0.8562175631523132,0.5551212430000305,0.3617855906486511,1.4034992456436157,0.806307315826416,0.5551212430000305
-0.9736417531967163,0.6244053244590759,0.33038800954818726,1.429628849029541,0.8707615733146667,0.6244053244590759
-1.0252593755722046,0.7364062666893005,0.19052614271640778,1.430665373802185,0.9612354636192322,0.7364062666893005
-0.9927231669425964,0.6669690608978271,0.10584785044193268,1.4392435550689697,0.8764781355857849,0.6669690608978271
-0.8258830308914185,0.7580267786979675,0.1864825040102005,1.4595355987548828,0.9513041973114014,0.7580267786979675
-1.074186086654663,0.6590095162391663,0.07326097786426544,1.4779934883117676,0.8425678014755249,0.6590095162391663
-0.9817146062850952,0.4733211100101471,0.022596733644604683,1.4704614877700806,0.6503312587738037,0.4733211100101471
