x,y,z
0.236191987991333,-0.801539957523346,0.9389119744300842
0.1600639969110489,-0.5831599831581116,0.819595992565155
0.10077200084924698,-0.3613640069961548,0.5236240029335022
0.13053999841213226,-0.37722399830818176,0.5799880027770996
0.22374799847602844,-0.614147961139679,0.6705119609832764
0.23472799360752106,-0.7197999954223633,0.7027199864387512
0.2357039898633957,-0.5155720114707947,0.6165879964828491
0.25107598304748535,-0.537775993347168,0.6214680075645447
0.2252119928598404,-0.616100013256073,0.5582720041275024
0.29816800355911255,-0.6302520036697388,0.6836879849433899
0.36160799860954285,-0.6527000069618225,0.7307800054550171
0.342087984085083,-0.6268360018730164,0.7122359871864319
0.35575199127197266,-0.7224839925765991,0.6797839999198914
0.4865359961986542,-0.7227280139923096,0.6873480081558228
0.46628397703170776,-0.8056879639625549,0.7176039814949036
0.44944798946380615,-0.8166679739952087,0.7014999985694885
0.31671199202537537,-0.7014999985694885,0.5963360071182251
0.2420479953289032,-0.6087799668312073,0.5292360186576843
0.19910399615764618,-0.7356599569320679,0.5387519598007202
0.17933999001979828,-0.7524960041046143,0.5226479768753052
0.24741598963737488,-0.8091039657592773,0.6058520078659058
0.22326000034809113,-0.8730319738388062,0.656603991985321
0.2000799924135208,-0.7849479913711548,0.6424520015716553
0.21496400237083435,-0.6890559792518616,0.6207360029220581
0.2227720022201538,-0.6812480092048645,0.6824679970741272
0.2752319872379303,-0.6414759755134583,0.6561160087585449
0.37331998348236084,-0.7595719695091248,0.7759199738502502
0.330375999212265,-0.6900320053100586,0.6731959581375122
0.32793599367141724,-0.530456006526947,0.7205320000648499
0.3408679962158203,-0.4684799909591675,0.748591959476471
0.4382239878177643,-0.6031680107116699,0.9342759847640991
0.4467639923095703,-0.6485520005226135,0.8640039563179016
0.3764919936656952,-0.5416799783706665,0.8181319832801819
0.3337920010089874,-0.4828760027885437,0.7093079686164856
0.31549200415611267,-0.5577839612960815,0.6719759702682495
0.30743998289108276,-0.5472919940948486,0.6695359945297241
0.27498799562454224,-0.5890159606933594,0.59853196144104
0.25986000895500183,-0.6043879985809326,0.5001999735832214
0.3089039921760559,-0.8410679697990417,0.43773600459098816
0.2581520080566406,-0.8579039573669434,0.32842400670051575
0.19715198874473572,-0.9267119765281677,0.28645598888397217
0.2269199937582016,-0.990884006023407,-0.03855200111865997
0.253028005361557,-0.9149999618530273,-0.13395600020885468
0.3050000071525574,-0.9567239880561829,-0.1471319943666458
0.18592800199985504,-0.8520479798316956,-0.21569599211215973
0.15396399796009064,-0.962336003780365,-0.2979239821434021
0.23814399540424347,-0.9989359974861145,-0.387472003698349
0.284991979598999,-1.0504199266433716,-0.46164798736572266
0.3535560071468353,-0.867419958114624,-0.4757999777793884
0.29304400086402893,-0.6444039940834045,-0.5011759996414185
0.2613239884376526,-0.6524559855461121,-0.5716919898986816
0.2566879987716675,-0.6575799584388733,-0.5843799710273743
0.20227599143981934,-0.6195160150527954,-0.6031680107116699
0.2874319851398468,-0.6307399868965149,-0.689300000667572
0.28669998049736023,-0.7083320021629333,-0.7432239651679993
0.1949559897184372,-0.7512759566307068,-0.6590439677238464
0.18055999279022217,-0.8603439927101135,-0.5319200158119202
0.16274799406528473,-0.9091439843177795,-0.48385199904441833
0.0004879999905824661,-0.8217920064926147,-0.46286800503730774
0.1105320006608963,-0.8295999765396118,-0.5531479716300964
0.13883599638938904,-0.8491199612617493,-0.522159993648529
0.09272000193595886,-0.7969039678573608,-0.5116679668426514
0.12761199474334717,-0.794219970703125,-0.569983959197998
0.08564399927854538,-0.7744559645652771,-0.5707159638404846
0.09930799901485443,-0.7815319895744324,-0.5809639692306519
0.1500599980354309,-0.8457039594650269,-0.5731559991836548
