 0.6516945958,0.9916037917,0.9722081423,0.6667262912,1.1300404072,-0.9716578722,-0.5319031477,-0.2315768600,-0.8225803375,-1.0428195000,0.0789577737,0.3053521514,0.4569315910,0.2290750444,0.2934110165,0.0000000000
0.2014725506,0.1905624866,0.1871682405,0.1859560162,0.1847437918,-0.9316143990,-0.9733464718,-0.9680395126,-0.9644211531,-0.9675570726,0.1432937533,0.0879745632,0.0945543721,0.0989409238,0.0923611000,1.0000000000
0.9067477584,0.8832305074,0.7326715589,0.5833248496,1.1969555616,-0.9513949752,-0.4161146581,-0.6747088432,-0.8910884261,-1.0312407017,0.4298812449,0.1267223507,0.8734095097,0.5736624002,0.3538478017,0.0000000000
1.0063929558,0.4688903987,0.8061326742,0.3530012667,0.7886765599,-0.8049708605,-0.0803282261,-0.6867701411,-0.6597528458,-0.5967928767,1.1297786236,0.2904866338,1.0783585310,0.8529389501,0.8675608039,0.0000000000
0.6589679718,0.6073270440,0.5857493281,0.5971443057,0.5670809746,-0.4783509672,-0.8959129453,-0.6645773649,-1.0563281775,-0.3936806619,0.3623771966,0.7449812293,0.2232263088,0.2602682114,0.3102260828,0.0000000000
1.4115201235,0.6839399338,1.1208274364,1.0997346640,1.4895876646,-0.0677844733,0.2867380381,-0.0045832922,-0.3466416001,0.0033990960,0.5017718077,0.0609242097,0.6462840438,0.5529481769,0.5010406971,0.0000000000
-0.4601016343,-0.4746649563,-0.4712092578,-0.5121839643,-0.4618294835,0.8271943331,0.8218529224,0.8230668306,0.8301078081,0.8046146035,0.2410161793,0.2627052069,0.2753774524,0.2661169469,0.3031588793,1.0000000000
0.6803032756,0.6875766516,0.6824852228,0.6793334484,0.6803032756,-0.6501037478,-0.6416608691,-0.6426258087,-0.6414196491,-0.6406959891,0.3467805982,0.3462932408,0.3536041379,0.3528730273,0.3570158780,1.0000000000
0.8369233012,1.0810663700,1.0488210917,0.7217614651,1.1853181124,-1.3397686481,-0.3874087930,-0.6462441683,-0.9335442185,-1.1002312899,0.4003939331,0.2726967931,0.5288221240,0.1720499694,0.3679822385,0.0000000000
0.1828042120,0.1798948646,0.1762581766,0.1883804798,0.1847437918,-0.9685219526,-0.9576668143,-0.9704517722,-0.9673158526,-0.9629737735,0.1106383726,0.1198988557,0.1079576984,0.1167307943,0.1203862429,1.0000000000
0.0419431441,0.0370942242,0.0460647270,0.0402460247,0.0317604169,-0.0337716267,-0.0359426588,-0.0301532354,-0.0067543252,-0.0284646563,0.9896529317,0.9365270138,0.9884343743,0.9777117372,0.9972074628,1.0000000000
0.8858973980,0.6298744678,0.9317196608,0.9879671335,0.7753420472,-0.8498388529,-1.2056469917,-0.5082629919,-0.5058506727,-0.9745526314,0.6414101124,0.8653675318,0.4944609106,0.6857629418,0.6735780835,0.0000000000
0.7741298676,1.4013373852,0.6921830773,0.9409325719,0.5552011728,-0.8717904091,-1.1376214027,-0.0277409796,-0.9846841097,-1.0922708511,0.0950417742,0.3548226357,0.1988566220,0.1301341057,-0.5114626288,0.0000000000
1.1021591425,1.3232697248,1.2190181017,0.9086872935,1.2056834698,-0.0332891718,-0.1377399862,0.2187561095,0.4173604250,-0.1116875932,0.6160656810,1.2106858492,0.3365453482,0.4659483731,0.6131412983,0.0000000000
0.9952404499,0.7850398421,0.8628650308,0.7132759094,1.1101598740,-1.2664359808,-0.4192506075,-0.6245338917,-0.8802333474,-0.9101452827,0.5166373253,0.2412598878,0.6543260217,0.3414192796,0.3326461911,0.0000000000
1.0866426229,1.1753778458,1.3836388588,1.1045835018,1.0233643055,-0.3381986916,-1.2155373096,-0.9535659552,0.0012139629,-0.5953454971,0.5436876416,0.3796796799,0.6674857140,0.2149406224,0.6170403957,0.0000000000
1.0902793407,0.7469758987,1.1753778458,1.0214246511,0.7530370355,-0.7919446230,-1.1822481155,-0.7388749123,-0.1305032074,-0.9482589960,0.6224017143,0.1674197316,0.4540072381,0.3687133491,0.3423940539,0.0000000000
0.0400035754,0.0409733579,0.0390337929,0.0438827090,0.0436402634,-0.0161621366,-0.0207454264,-0.0161621366,-0.0219515581,-0.0139911016,0.9994007945,0.9981822968,0.9940394163,0.9974511862,0.9986696839,1.0000000000
-0.0777532235,-0.0269050840,0.0683697462,0.0877654180,0.3234228492,-0.1811606437,-0.1080692038,-0.1970815659,-0.2704142332,-0.3447118104,0.9589471221,0.9601655602,0.9781991243,0.7505862713,1.0074427128,1.0000000000
0.5113184452,1.3909121752,0.9532973170,1.5351675749,0.6320564747,0.2891659439,0.0757512823,-0.3027384877,0.1910777539,0.2571173310,0.0784703866,0.5965698957,0.5173684359,0.5629397035,0.1230669096,0.0000000000
0.1997754425,0.2021998912,0.2051092535,0.1866833568,0.1828042120,-0.2817518413,-0.2728264928,-0.2764448822,-0.2708966732,-0.2684844136,0.8751153350,0.9306783080,0.9336026311,0.9394513965,0.9457874298,1.0000000000
