x,y,z,p,r,y
0.4295210540294647,-1.035937786102295,1.0087029933929443,-1.2540018558502197,2.2273638248443604,-1.035937786102295
0.42518487572669983,-0.9157245755195618,1.0341765880584717,-1.2339844703674316,2.030228853225708,-0.9157245755195618
0.39170005917549133,-0.7998336553573608,1.0239372253417969,-1.2075802087783813,1.8485435247421265,-0.7998336553573608
0.30810847878456116,-0.6750958561897278,1.0514087677001953,-1.1685388088226318,1.6711193323135376,-0.6750958561897278
0.26450595259666443,-0.5957047939300537,1.0881205797195435,-1.1250333786010742,1.5369220972061157,-0.5957047939300537
0.23053933680057526,-0.5585431456565857,0.9410232901573181,-1.0824319124221802,1.4462926387786865,-0.5585431456565857
0.23415282368659973,-0.5410204529762268,0.8658512830734253,-1.0354968309402466,1.3840829133987427,-0.5410204529762268
0.3035314083099365,-0.5319089293479919,0.8491186499595642,-0.9967597126960754,1.3419582843780518,-0.5319089293479919
0.39796343445777893,-0.5181662440299988,0.7702006101608276,-0.9669423699378967,1.2936742305755615,-0.5181662440299988
0.40037238597869873,-0.5176787972450256,0.7242482900619507,-0.9453896284103394,1.2904444932937622,-0.5176787972450256
0.3611060380935669,-0.5195754766464233,0.6098669767379761,-0.9187868237495422,1.3309404850006104,-0.5195754766464233
0.3312346935272217,-0.5213698744773865,0.4715106189250946,-0.8803666234016418,1.4233522415161133,-0.5213698744773865
0.3394252061843872,-0.4705468416213989,0.44403910636901855,-0.8618440628051758,1.4793529510498047,-0.4705468416213989
0.22740766406059265,-0.42100751399993896,0.42106297612190247,-0.83438640832901,1.529375433921814,-0.42100751399993896
0.15802906453609467,-0.36007651686668396,0.36237388849258423,-0.7989733815193176,1.5335540771484375,-0.36007651686668396
0.08600056916475296,-0.2349879890680313,0.41956451535224915,-0.7345381379127502,1.4761507511138916,-0.2349879890680313
-0.25381895899772644,-0.12208828330039978,0.5629157423973083,-0.5814129114151001,1.3985671997070312,-0.12208828330039978
-0.6849397420883179,-0.053985290229320526,0.8446233868598938,-0.3919484317302704,1.359482765197754,-0.053985290229320526
-1.0368194580078125,-0.01327135507017374,0.9205445051193237,-0.18335983157157898,1.3456530570983887,-0.01327135507017374
-1.3077247142791748,0.036792926490306854,1.0591506958007812,0.021825049072504044,1.294512391090393,0.036792926490306854
-1.347345232963562,0.07918570935726166,1.202501893043518,0.2048306167125702,1.2244436740875244,0.07918570935726166
