x,y,z,mag
-0.0034556991886347532,0.02330808714032173,0.6899058222770691,0.6903080851292573
-0.014069631695747375,0.01699548028409481,0.9691823720932007,0.9694334795448032
-0.005183548666536808,0.037875641137361526,0.956266462802887,0.9570302927545657
-0.005924055352807045,0.018695026636123657,0.9611403942108154,0.961340447415207
-0.009626590646803379,0.0019423406338319182,0.9613840579986572,0.9614342155907415
-0.010860768146812916,0.0038846812676638365,0.9604092836380005,0.9604785469396739
-0.011107604019343853,0.012625213712453842,0.9599218368530273,0.96006911613468
-0.0069113983772695065,0.011654043570160866,0.9589471220970154,0.9590428390521524
-0.010613933205604553,0.010925665497779846,0.9621151685714722,0.9622357420819363
-0.009873425588011742,0.010440080426633358,0.9604092836380005,0.9605167733622427
-0.007158233784139156,0.01772385649383068,0.9606529474258423,0.9608430989489806
-0.010367097333073616,0.015538725070655346,0.9611403942108154,0.9613218951358887
-0.009873425588011742,0.010925665497779846,0.9628462195396423,0.9629588242397452
-0.01135443989187479,0.008497740142047405,0.9643084406852722,0.964412724755144
-0.00814557634294033,0.009711703285574913,0.9626024961471558,0.9626859473283075
-0.008639248088002205,0.008740533143281937,0.9633336067199707,0.9634119946125137
-0.009626590646803379,0.005827021785080433,0.9655268788337708,0.9655924498362899
-0.010860768146812916,0.01311079878360033,0.9647958278656006,0.9649460289551703
-0.009873425588011742,0.014810346998274326,0.9630899429321289,0.9632544155559645
-0.008886083029210567,0.015053139999508858,0.9655268788337708,0.9656851004576646
-0.008392412215471268,0.011168458499014378,0.9652832746505737,0.965384362504476
-0.012835453264415264,0.011168458499014378,0.9660142660140991,0.9661640882730561
-0.005677219945937395,0.01383917685598135,0.9655268788337708,0.9656427431471997
-0.010120261460542679,0.01845223642885685,0.967476487159729,0.9677053569802048
-0.010120261460542679,0.012625213712453842,0.967476487159729,0.9676117862656718
-0.008392412215471268,0.012139628641307354,0.9672328233718872,0.9673454076876034
-0.009379754774272442,0.016752686351537704,0.968207597732544,0.9683979474403289
-0.010120261460542679,0.013596383854746819,0.9694260358810425,0.9695741954022846
-0.00814557634294033,0.014081968925893307,0.968207597732544,0.9683442593260995
-0.007898740470409393,0.013596383854746819,0.970400869846344,0.9705282581942092
-0.0074050696566700935,0.012868006713688374,0.9686949253082275,0.9688086905944414
-0.008886083029210567,0.014081968925893307,0.9706445932388306,0.970787407573979
-0.006664562504738569,0.017238274216651917,0.9706445932388306,0.9708205296938889
-0.0069113983772695065,0.02063736878335476,0.9708882570266724,0.9711321619893553
-0.009626590646803379,0.017481066286563873,0.9716193079948425,0.9718242323560228
-0.007651905063539743,0.012382421642541885,0.9740563035011292,0.974165057065341
-0.005924055352807045,0.02330808714032173,0.972594141960144,0.9728914257681341
